Restaurant,Borough,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
PANORAMA ROOM,Manhattan,22,NORTH LOOP ROAD,10044,6465222900,New American,4/28/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,4/28/2025,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.75621546,-73.95511569,108,05,023801,1000000,1013730035,MN31,POINT (-73.955115687283 40.756215459601)
DYCKMAN DOGS,Manhattan,105A,DYCKMAN STREET,10040,6468526499,Latin American,2/13/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,12,A,2/13/2025,4/22/2026,Cycle Inspection / Re-inspection,40.8618724,-73.92491081,112,10,029100,1064719,1022170051,MN01,POINT (-73.924910813261 40.86187239862)
CHOW HOUSE,Manhattan,181,BLEECKER STREET,10012,6463582779,Chinese,3/11/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22,B,3/11/2024,4/22/2026,Cycle Inspection / Re-inspection,40.7290154,-74.00087314,102,01,006500,1008713,1005400040,MN23,POINT (-74.000873144553 40.7290154029)
DON MIGUEL RESTAURANT,Queens,104-26,JAMAICA AVENUE,11418,3479900384,Latin American,10/20/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12,A,10/20/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.69518525,-73.84269397,409,29,012602,4194283,4092890011,QN54,POINT (-73.842693972047 40.695185253365)
HUANCHACO PE,Brooklyn,293,WYCKOFF AVENUE,11237,6076896165,Spanish,10/8/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,10/8/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.70051904,-73.91285283,304,37,044100,3076196,3033290004,BK77,POINT (-73.912852829607 40.700519036495)
LA JEFA RESTAURANT,Bronx,237,WILLIS AVENUE,10454,3472702185,Mexican,9/30/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,10,A,9/30/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.80920497,-73.92282108,201,08,003900,2000594,2023010028,BX39,POINT (-73.922821082937 40.809204967755)
CRONIN & PHELAN'S,Queens,38-14,BROADWAY,11103,7185458999,Irish,1/26/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,1/26/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.75927575,-73.91967737,401,22,015500,4010409,4006560039,QN70,POINT (-73.91967737124 40.759275747152)
POPEYES LOUISIANA KITCHEN,Brooklyn,3342,FULTON STREET,11208,3478854287,Chicken,4/26/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,11,A,4/26/2023,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.68359521,-73.87232678,305,37,117800,3092743,3041460040,BK83,POINT (-73.872326779345 40.683595209354)
C.LO CAFE,Queens,660,FAIRVIEW AVENUE,11385,9292950099,Sandwiches/Salads/Mixed Buffet,3/22/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/22/2023,4/22/2026,Cycle Inspection / Re-inspection,40.70660677,-73.90570334,405,30,058900,4083229,4034770043,QN20,POINT (-73.905703337213 40.706606774394)
MAX BRENNER,Manhattan,42,WEST   42 STREET,10036,6464678803,Coffee/Tea,12/19/2022,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,12,A,12/19/2022,4/22/2026,Cycle Inspection / Re-inspection,40.75406824,-73.98232117,105,04,008400,1000000,1012570002,MN17,POINT (-73.982321170752 40.754068239421)
MARKET RESTAURANT (C-D BLOCK),Bronx,355,FOOD CENTER DRIVE,10474,7185422900,American,1/4/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,14,B,1/4/2023,4/22/2026,Cycle Inspection / Re-inspection,40.80762192,-73.87147025,202,17,011700,2109483,2027810460,BX27,POINT (-73.871470249594 40.807621919049)
LEE GARDEN CHINESE,Brooklyn,121,WYCKOFF AVENUE,11237,7184977661,Chinese,10/21/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13,A,10/21/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.70424279,-73.91911637,304,37,044500,3073937,3032490008,BK77,POINT (-73.919116371959 40.70424279265)
LUCIA PIZZA,Queens,136-55,ROOSEVELT AVENUE,11354,7184451313,Pizza,3/11/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,3/11/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.76002356,-73.82831432,407,20,087100,4112510,4049800061,QN22,POINT (-73.828314315508 40.760023562641)
NORTH BAR,Manhattan,458,GREENWICH STREET,10013,9176757772,American,11/19/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,11/19/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.72364625,-74.0095064,101,01,003900,1002926,1002240030,MN24,POINT (-74.009506404247 40.723646249548)
SIHA BENTO,Queens,135-15,40 ROAD,11354,6469197789,Chinese,1/9/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,11,A,1/9/2025,4/22/2026,Pre-permit (Operational) / Re-inspection,40.75886248,-73.83012937,407,20,087100,4114130,4050360050,QN22,POINT (-73.830129371732 40.758862483838)
OAKBERRY ACAI,Queens,29-38,30 AVENUE,11102,9178326972,Other,3/18/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,3/18/2025,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.76731697,-73.92232468,401,22,007300,4542099,4005920029,QN71,POINT (-73.922324683908 40.767316968001)
TACO BELL,Manhattan,161,EAST  125 STREET,10035,6464750090,Mexican,10/7/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,10/7/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.80411102,-73.93678787,111,08,019600,1087143,1017747501,MN34,POINT (-73.936787866603 40.804111019925)
LA FONDITA,Bronx,1853,WESTCHESTER AVENUE,10472,7183042215,Mexican,11/3/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10,A,11/3/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.83254398,-73.86411868,209,18,007600,2027965,2038790002,BX08,POINT (-73.864118681856 40.832543981044)
TALEA BEER CO.,Brooklyn,61,BERGEN STREET,11201,6103683603,American,8/9/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,10,A,8/9/2023,4/22/2026,Pre-permit (Operational) / Initial Inspection,40.68695969,-73.99104331,302,33,004300,3001232,3001930034,BK38,POINT (-73.991043314572 40.686959690952)
COMFORT STOP,Brooklyn,8503,18 AVENUE,11214,7182560082,Bakery Products/Desserts,5/29/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,5/29/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.60771272,-74.00205643,311,38,027800,3165759,3063440007,BK28,POINT (-74.002056430419 40.607712722442)
MANGO MANGO DESSERT,Manhattan,63A,BAYARD STREET,10013,6469827421,Chinese,7/9/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7,A,7/9/2024,4/22/2026,Cycle Inspection / Re-inspection,40.71544801,-73.99801959,103,01,002900,1001792,1001630023,MN27,POINT (-73.998019593357 40.715448005428)
EL KALLEJON,Manhattan,209,EAST  117 STREET,10035,6466626835,Mexican,7/5/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,7/5/2022,4/22/2026,Cycle Inspection / Initial Inspection,40.79843061,-73.93905066,111,08,018800,1052613,1016670006,MN34,POINT (-73.939050664599 40.798430613978)
NICKY'S JAMAICAN CUISINE,Brooklyn,766,EAST   80 STREET,11236,7184448100,Caribbean,11/13/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A,11/13/2024,4/22/2026,Cycle Inspection / Re-inspection,40.63574555,-73.91356466,318,46,095000,3224225,3080000001,BK50,POINT (-73.913564662488 40.635745546659)
MCDONALDS,Queens,91-18,BEACH CHANNEL DRIVE,11693,5165870171,Hamburgers,6/11/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/11/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.58890654,-73.81646763,414,32,094202,4303337,4161090031,QN12,POINT (-73.816467630105 40.588906539537)
MARC FORGIONE,Manhattan,134,READE STREET,10013,2129419401,American,4/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,4/17/2024,4/22/2026,Cycle Inspection / Re-inspection,40.71639182,-74.00964966,101,01,003900,1079166,1001410002,MN24,POINT (-74.009649659538 40.716391816892)
NEW YORK DINER,Queens,49-09,NORTHERN BOULEVARD,11101,7186268857,American,1/30/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,1/30/2023,4/22/2026,Cycle Inspection / Initial Inspection,40.75343577,-73.91333918,401,26,016300,4013651,4007350005,QN70,POINT (-73.913339176917 40.753435774517)
TABLE 40 PIZZERIA AND CAFE,Brooklyn,4001,13 AVENUE,11218,9292345444,Jewish/Kosher,12/17/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/17/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.63997144,-73.98695641,312,39,023000,3123229,3052970007,BK88,POINT (-73.986956408341 40.639971443183)
HOLIDAY INN EXPRESS - MANHATTAN,Manhattan,232,WEST   29 STREET,10001,2126957200,Continental,7/2/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11,A,7/2/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.74829447,-73.99398727,105,03,009500,1080553,1007780057,MN17,POINT (-73.993987266872 40.748294467404)
DUNKIN,Brooklyn,542,EASTERN PARKWAY,11225,7182210036,Donuts,5/12/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,10,A,5/12/2025,4/22/2026,Cycle Inspection / Initial Inspection,40.66924551,-73.95042333,309,35,031900,3032927,3012690004,BK63,POINT (-73.950423325351 40.669245514715)
GRANDMA PIZZA,Manhattan,2551,AMSTERDAM AVENUE,10033,2129274895,Pizza,11/13/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,32,C,11/13/2024,4/22/2026,Cycle Inspection / Re-inspection,40.85156264,-73.92836009,112,10,026700,1085400,1021490093,MN35,POINT (-73.92836008588 40.851562642185)
FISH N TING RESTAURANT,Bronx,4063,BOSTON ROAD,10466,7188816116,Caribbean,4/23/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,55,C,4/23/2025,4/22/2026,Cycle Inspection / Re-inspection,40.88543514,-73.82923329,212,12,048400,2066448,2049490080,BX03,POINT (-73.829233290869 40.88543513741)
CAMPANIA COAL FIRED PIZZA,Brooklyn,9824,4 AVENUE,11209,3475174868,Italian,9/17/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,11,A,9/17/2024,4/22/2026,Cycle Inspection / Initial Inspection,40.61381244,-74.03281226,310,47,005602,3156007,3061300036,BK31,POINT (-74.03281225917 40.613812442696)
